StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent_q,att1,att2,Q88_First Click,Q88_Last Click,Q88_Page Submit,Q88_Click Count,Q84_First Click,Q84_Last Click,Q84_Page Submit,Q84_Click Count,vA_sue_AV_1,vB_mf_sue_AV_1,vA_cntf_AV_1,vB_cntf_AV_1,avoid_AV_1,Q179_First Click,Q179_Last Click,Q179_Page Submit,Q179_Click Count,Q181_First Click,Q181_Last Click,Q181_Page Submit,Q181_Click Count,intv_check_AV,vA_sue_AV_intv_1,vB_mf_sue_AV_intv_1,vA_cntf_AV_intv_1,vB_cntf_AV_intv_1,avoid_AV_intv_1,Q87_First Click,Q87_Last Click,Q87_Page Submit,Q87_Click Count,Q82_First Click,Q82_Last Click,Q82_Page Submit,Q82_Click Count,vA_sue_1,vB_driver_sue_1,vB_mf_sue_1,vA_cntf_1,vB_cntf_1,avoid_1,Q184_First Click,Q184_Last Click,Q184_Page Submit,Q184_Click Count,Q186_First Click,Q186_Last Click,Q186_Page Submit,Q186_Click Count,intv_check,vA_sue_intv_1,vB_sue_intv_1,vB_mf_sue_intv_1,vA_cntf_intv_1,vB_cntf_intv_1,avoid_intv_1,comp1,comp_accident,ai_familiarity_1,gender,gender_4_TEXT,age,edu,edu_8_TEXT,Q151_First Click,Q151_Last Click,Q151_Page Submit,Q151_Click Count,FL_4_DO,FL_92_DO,FL_98_DO,questions_1_AV_DO,questions_2_AV_DO,questions_1_AV_intv_DO,questions_2_AV_intv_DO,questions_1_DO,questions_2_DO,questions_1_intv_DO,questions_2_intv_DO
2024-06-12 14:19:44,2024-06-12 14:19:44,2,,100,0,1,2024-06-12 14:19:44,R_2nUNIAYEkPYfQrA,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:19:44,2024-06-12 14:19:44,2,,100,0,1,2024-06-12 14:19:44,R_9B3JokE3AyAFb8i,,,,,,,test,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:19:44,2024-06-12 14:19:44,2,,100,0,1,2024-06-12 14:19:44,R_a2wYYqF4bg1H1Nc,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:19:44,2024-06-12 14:19:44,2,,100,0,1,2024-06-12 14:19:44,R_b4lMBAcdZoVRaDA,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:19:45,2024-06-12 14:19:45,2,,100,0,1,2024-06-12 14:19:45,R_8BMdxwHxTnZGh5c,,,,,,,test,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:19:45,2024-06-12 14:19:45,2,,100,0,1,2024-06-12 14:19:45,R_3Qqxgv2jRuJlet0,,,,,,,test,,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:19:45,2024-06-12 14:19:45,2,,100,0,1,2024-06-12 14:19:45,R_7ZFh5kEuN2ZtlxI,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:19:45,2024-06-12 14:19:46,2,,100,1,1,2024-06-12 14:19:46,R_abH0knYKCZ0s3CC,,,,,,,test,,1,2,2,8.19,9.12,9.82,42,7.51,9.69,9.28,15,8,76,9,87,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,53,1,,"Nonummy! Pede purus dapibus fermentum, ab. Wisi! Quis fermentum? Rhoncus augue eu ligula ut? Consectetuer.",3,,,,,,FL_39,FL_93,,Q116|vB_mf_sue_AV|vA_sue_AV,Q122|vA_cntf_AV|vB_cntf_AV|avoid_AV,,,,,,
2024-06-12 14:19:46,2024-06-12 14:19:46,2,,100,0,1,2024-06-12 14:19:46,R_5uUuH8SUky4KDlA,,,,,,,test,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:19:46,2024-06-12 14:19:46,2,,100,0,1,2024-06-12 14:19:46,R_ahs88j3fQgGqKdU,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:19:46,2024-06-12 14:19:46,2,,100,0,1,2024-06-12 14:19:46,R_3Jkdo3G32LvwfJQ,,,,,,,test,,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:19:47,2024-06-12 14:19:47,2,,100,0,1,2024-06-12 14:19:47,R_ewWXiDqt17519JQ,,,,,,,test,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:19:47,2024-06-12 14:19:47,2,,100,0,1,2024-06-12 14:19:47,R_9vunX9fFiZQFl30,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:19:47,2024-06-12 14:19:47,2,,100,0,1,2024-06-12 14:19:47,R_3s1fRz8QX5IaWAS,,,,,,,test,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:19:47,2024-06-12 14:19:47,2,,100,0,1,2024-06-12 14:19:47,R_6LsK2NQYJXXHlfU,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:19:47,2024-06-12 14:19:47,2,,100,0,1,2024-06-12 14:19:48,R_0IXdcqgknBHQtYW,,,,,,,test,,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:19:48,2024-06-12 14:19:48,2,,100,0,1,2024-06-12 14:19:48,R_eLQpUIk0ypf6psq,,,,,,,test,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:19:48,2024-06-12 14:19:48,2,,100,0,1,2024-06-12 14:19:48,R_aV7L3LrHtkSwBxQ,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:19:48,2024-06-12 14:19:48,2,,100,0,1,2024-06-12 14:19:48,R_4UifnViPA4yXWKi,,,,,,,test,,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.23,9.26,7.13,12,5.55,8.49,9.87,38,17,64,4,8,16,35,,,,,,,,,,,,,,,,1,1,65,4,Duis ultrices. Ullamcorper tempus magnis dui nec ante duis eros duis.,Cras. Sapien porttitor temporibus mattis interdum sollicitudin tellus fringilla vulputate lacus elit.,2,,,,,,FL_40,,FL_99,,,,,Q90|vB_mf_sue|vA_sue|vB_driver_sue,Q71|avoid|vB_cntf|vA_cntf,,
2024-06-12 14:19:49,2024-06-12 14:19:49,2,,100,0,1,2024-06-12 14:19:49,R_006smwY9mW0CDpI,,,,,,,test,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:19:49,2024-06-12 14:19:49,2,,100,0,1,2024-06-12 14:19:49,R_dmSzqtxAiqdDPUO,,,,,,,test,,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:19:49,2024-06-12 14:19:49,2,,100,0,1,2024-06-12 14:19:49,R_01TMoshMkOCgYwm,,,,,,,test,,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:19:49,2024-06-12 14:19:49,2,,100,0,1,2024-06-12 14:19:49,R_e9enO7Lxu2E5qZw,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:19:49,2024-06-12 14:19:49,2,,100,0,1,2024-06-12 14:19:50,R_24Q6nsFfFUHUl5I,,,,,,,test,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:19:50,2024-06-12 14:19:50,2,,100,0,1,2024-06-12 14:19:50,R_efYIFVSRigsEWsS,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:19:50,2024-06-12 14:19:50,2,,100,0,1,2024-06-12 14:19:50,R_0p6vJI0l4Idc7MW,,,,,,,test,,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:19:50,2024-06-12 14:19:50,2,,100,0,1,2024-06-12 14:19:50,R_eeNtKORFWya84dg,,,,,,,test,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:19:50,2024-06-12 14:19:50,2,,100,0,1,2024-06-12 14:19:51,R_38Kyz6RTS0AfqGa,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:19:51,2024-06-12 14:19:51,2,,100,0,1,2024-06-12 14:19:51,R_41I1vHp6Kb7clka,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:19:51,2024-06-12 14:19:51,2,,100,0,1,2024-06-12 14:19:51,R_7VeczTBWCpx2b3w,,,,,,,test,,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:19:51,2024-06-12 14:19:51,2,,100,0,1,2024-06-12 14:19:51,R_eEFrl6RQGYVwvP0,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:19:51,2024-06-12 14:19:51,2,,100,0,1,2024-06-12 14:19:51,R_aXCZHgOdU6JT8Lc,,,,,,,test,,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:19:51,2024-06-12 14:19:52,2,,100,1,1,2024-06-12 14:19:52,R_0DjpTVEjU7plvdY,,,,,,,test,,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:19:52,2024-06-12 14:19:52,2,,100,0,1,2024-06-12 14:19:52,R_51qdPiN8dfMv8k6,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:19:52,2024-06-12 14:19:52,2,,100,0,1,2024-06-12 14:19:52,R_cCLJMee7gqs3qp8,,,,,,,test,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:19:52,2024-06-12 14:19:52,2,,100,0,1,2024-06-12 14:19:52,R_cx9gP2rUyL1df3E,,,,,,,test,,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:19:52,2024-06-12 14:19:52,2,,100,0,1,2024-06-12 14:19:53,R_bvEkqQ8565GM2R8,,,,,,,test,,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:19:53,2024-06-12 14:19:53,2,,100,0,1,2024-06-12 14:19:53,R_1Yz41HsOMZ2NalM,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:19:53,2024-06-12 14:19:53,2,,100,0,1,2024-06-12 14:19:53,R_4UvpFEAtWqybleC,,,,,,,test,,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:19:53,2024-06-12 14:19:53,2,,100,0,1,2024-06-12 14:19:53,R_aXzxcFlCmB3hZJ4,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:19:53,2024-06-12 14:19:53,2,,100,0,1,2024-06-12 14:19:54,R_1FHs0AAeix2Irk2,,,,,,,test,,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:19:54,2024-06-12 14:19:54,2,,100,0,1,2024-06-12 14:19:54,R_7Vh6ZxP4mA47Cbs,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:19:54,2024-06-12 14:19:54,2,,100,0,1,2024-06-12 14:19:54,R_6gvD0B0zmznpfwy,,,,,,,test,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:19:54,2024-06-12 14:19:54,2,,100,0,1,2024-06-12 14:19:54,R_abFsCUsru6SnxFc,,,,,,,test,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:19:54,2024-06-12 14:19:54,2,,100,0,1,2024-06-12 14:19:54,R_4UfQJXb5ahkLnme,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:19:54,2024-06-12 14:19:55,2,,100,1,1,2024-06-12 14:19:55,R_9KsCxr6muiTnsNw,,,,,,,test,,1,2,2,3.92,7.82,4.36,5,5.11,6.23,7.91,9,43,40,79,96,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,3,,"Integer sapien! Quis? At risus augue vestibulum eleifend tempus porta, placerat! Consectetuer culpa interdum.",6,,,,,,FL_39,FL_93,,Q116|vA_sue_AV|vB_mf_sue_AV,Q122|vB_cntf_AV|vA_cntf_AV|avoid_AV,,,,,,
2024-06-12 14:19:55,2024-06-12 14:19:55,2,,100,0,1,2024-06-12 14:19:55,R_6fnlwwIMcIOzydM,,,,,,,test,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:19:55,2024-06-12 14:19:55,2,,100,0,1,2024-06-12 14:19:55,R_0iD1vo3FDZDf0s6,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:19:55,2024-06-12 14:19:56,2,,100,1,1,2024-06-12 14:19:56,R_40yY7vRFoTRErlQ,,,,,,,test,,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:19:56,2024-06-12 14:19:56,2,,100,0,1,2024-06-12 14:19:56,R_1YwLRxoLvELq18i,,,,,,,test,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:19:56,2024-06-12 14:19:56,2,,100,0,1,2024-06-12 14:19:56,R_9vsn7TQjFGZHKIe,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:19:56,2024-06-12 14:19:56,2,,100,0,1,2024-06-12 14:19:56,R_6xtwc5XobZyhfPo,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:19:56,2024-06-12 14:19:56,2,,100,0,1,2024-06-12 14:19:56,R_eu2VLsOKtt61pRQ,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:19:57,2024-06-12 14:19:57,2,,100,0,1,2024-06-12 14:19:57,R_6gLDs8x0kY4h58G,,,,,,,test,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:19:57,2024-06-12 14:19:57,2,,100,0,1,2024-06-12 14:19:57,R_e8lYeji7RhYyqvI,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:19:57,2024-06-12 14:19:57,2,,100,0,1,2024-06-12 14:19:57,R_3m9XOIjURcfMnIO,,,,,,,test,,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.64,8.68,9.49,3,0.49,1.14,3.55,41,78,46,64,27,63,68,,,,,,,,,,,,,,,,2,1,67,1,,"Aliquam! Quam odio, fringilla pellentesque atque in viverra eu est. Consectetuer etiam? Vehicula.",3,,,,,,FL_40,,FL_99,,,,,Q90|vA_sue|vB_driver_sue|vB_mf_sue,Q71|vB_cntf|vA_cntf|avoid,,
2024-06-12 14:19:58,2024-06-12 14:19:58,2,,100,0,1,2024-06-12 14:19:58,R_5AO8Ml9sNucko1E,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:19:58,2024-06-12 14:19:58,2,,100,0,1,2024-06-12 14:19:58,R_9M0UzRi2uAdprwO,,,,,,,test,,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:19:58,2024-06-12 14:19:58,2,,100,0,1,2024-06-12 14:19:58,R_4VqdV7wH1kaDl1I,,,,,,,test,,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:19:58,2024-06-12 14:19:58,2,,100,0,1,2024-06-12 14:19:58,R_6kS9PNy69L8LGGG,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:19:58,2024-06-12 14:19:58,2,,100,0,1,2024-06-12 14:19:59,R_2tvq6d9xb1bd9bM,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:19:59,2024-06-12 14:19:59,2,,100,0,1,2024-06-12 14:19:59,R_b2cY0I0MoUtIkYu,,,,,,,test,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:19:59,2024-06-12 14:19:59,2,,100,0,1,2024-06-12 14:19:59,R_5hysdzcITBWYVvw,,,,,,,test,,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:19:59,2024-06-12 14:19:59,2,,100,0,1,2024-06-12 14:19:59,R_85NFd2dfyAOwOgu,,,,,,,test,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:19:59,2024-06-12 14:19:59,2,,100,0,1,2024-06-12 14:20:00,R_2hMdrAfFJrS1gmq,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:20:00,2024-06-12 14:20:00,2,,100,0,1,2024-06-12 14:20:00,R_5hioeELhe5z2kiW,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:20:00,2024-06-12 14:20:00,2,,100,0,1,2024-06-12 14:20:00,R_eLqfwbXqNedslQa,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:20:00,2024-06-12 14:20:00,2,,100,0,1,2024-06-12 14:20:00,R_87lixR0CgNOKmuW,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:20:00,2024-06-12 14:20:00,2,,100,0,1,2024-06-12 14:20:01,R_8HcFONcn0NR7KtM,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:20:01,2024-06-12 14:20:01,2,,100,0,1,2024-06-12 14:20:01,R_6FK5L1o6wsDJKxE,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:20:01,2024-06-12 14:20:01,2,,100,0,1,2024-06-12 14:20:01,R_89fiWDSYeWc1YuW,,,,,,,test,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:20:01,2024-06-12 14:20:01,2,,100,0,1,2024-06-12 14:20:01,R_41PkDr9SdyAGsx8,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:20:01,2024-06-12 14:20:01,2,,100,0,1,2024-06-12 14:20:02,R_0rAnTEq35ERwjoW,,,,,,,test,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:20:02,2024-06-12 14:20:02,2,,100,0,1,2024-06-12 14:20:02,R_cZJMZPHKG6FpbzU,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:20:02,2024-06-12 14:20:02,2,,100,0,1,2024-06-12 14:20:02,R_3l1ruJzsteIJb1A,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:20:02,2024-06-12 14:20:02,2,,100,0,1,2024-06-12 14:20:02,R_efl0vcv9xIVxCRM,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:20:02,2024-06-12 14:20:02,2,,100,0,1,2024-06-12 14:20:02,R_dhZozuc2ys926V0,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:20:02,2024-06-12 14:20:02,2,,100,0,1,2024-06-12 14:20:03,R_1NBovMHbWDFpqgS,,,,,,,test,,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:20:03,2024-06-12 14:20:03,2,,100,0,1,2024-06-12 14:20:03,R_0rlLx9uDwFATlFY,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:20:03,2024-06-12 14:20:03,2,,100,0,1,2024-06-12 14:20:03,R_0jLBFYi9yHSR0kS,,,,,,,test,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:20:03,2024-06-12 14:20:03,2,,100,0,1,2024-06-12 14:20:03,R_9yi8B6wtmJEcSxg,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
